date,time,level,p3d,p30d,is_dry,is_strong_wind,result_text,source
2026-01-26,05:38,1,0.5,0.0,False,False,注意レベル,s1
2026-01-26,05:38,1,0.5,0.0,False,False,注意レベル,s1
2026-01-26,05:44,1,0.5,0.0,False,False,注意レベル,s1
